peak,chr,start,end,summit,category,location
peak_136787,6,11944211,11944373,11944297,Other,Other region
peak_136795a,6,12006595,12006940,12006727,Other,Promoter
peak_136796,6,12015875,12016009,12015925,Other,Other region
peak_136802,6,12099097,12099205,12099155,Other,Other region
peak_136805a,6,12118381,12118869,12118492,Group 2,Active enhancer
peak_136807,6,12197213,12197371,12197303,Other,Active enhancer
peak_136809,6,12217516,12217657,12217583,Other,Other region
peak_136811,6,12247696,12247815,12247753,Group 1,Active enhancer
peak_136813,6,12250254,12250339,12250291,Other,Promoter
peak_136814,6,12250535,12250751,12250615,Upregulated,Promoter
peak_136815,6,12251324,12251453,12251401,Other,Active enhancer
peak_136819,6,12274119,12274431,12274211,Group 2,Active enhancer
peak_136822,6,12295764,12295901,12295838,Other,Promoter
peak_136826,6,12313824,12313923,12313876,Other,Active enhancer
peak_136827,6,12314418,12314568,12314502,Other,Promoter
peak_136828,6,12316336,12316490,12316399,Other,Promoter
peak_136830,6,12328636,12328793,12328713,Group 1,Active enhancer
peak_136831,6,12329149,12329338,12329253,Group 1,Active enhancer
peak_136835,6,12353829,12354000,12353883,Group 2,Active enhancer
peak_136837,6,12359203,12359346,12359276,Group 1,Active enhancer
peak_136838,6,12359738,12359841,12359787,Other,Active enhancer
peak_136839,6,12368589,12368748,12368641,Other,Other region
peak_136841,6,12449238,12449431,12449339,Group 2,Active enhancer
peak_136842,6,12459460,12459582,12459521,Other,Promoter
peak_136843,6,12460066,12460197,12460125,Other,Other region
peak_136844,6,12461880,12462115,12461994,Other,Promoter
peak_136847,6,12478390,12478615,12478553,Group 2,Other region
peak_136849,6,12503731,12503880,12503802,Upregulated,Promoter
peak_136860,6,12578256,12578462,12578403,Other,Other region
peak_136868,6,12650643,12650804,12650741,Other,Other region
peak_136875,6,12741021,12741145,12741078,Other,Other region
peak_136879,6,12753182,12753305,12753257,Other,Other region
peak_136882c,6,12788240,12788754,12788667,Other,Promoter
peak_136886b,6,12817058,12817240,12817186,Other,Other region
peak_136887,6,12851474,12851643,12851592,Other,Promoter
peak_136888,6,12851815,12851980,12851871,Other,Promoter
peak_136889,6,12853575,12853764,12853675,Other,Promoter
peak_136895,6,12900126,12900254,12900191,Other,Promoter
peak_136897,6,12908872,12909126,12909013,Group 1,Active enhancer
peak_136898,6,12910908,12911030,12910963,Other,Active enhancer
peak_136901,6,12912775,12912898,12912849,Group 1,Promoter
peak_136904,6,12921088,12921293,12921225,Group 1,Active enhancer
peak_136905,6,12921960,12922139,12922047,Other,Promoter
peak_136909,6,12926301,12926420,12926360,Other,Active enhancer
peak_136910a,6,12927362,12927765,12927516,Group 1,Active enhancer
peak_136915,6,12967945,12968157,12968029,Other,Promoter
peak_136916,6,12968643,12968762,12968691,Other,Active enhancer
peak_136920,6,12986805,12986910,12986871,Other,Promoter
peak_136922,6,12991891,12992000,12991945,Group 1,Other region
peak_136926,6,13038827,13038986,13038918,Other,Other region
peak_136927,6,13083072,13083194,13083135,Other,Promoter
peak_136935,6,13136362,13136449,13136402,Other,Other region
peak_136940,6,13187079,13187267,13187198,Other,Promoter
peak_136943,6,13200510,13200660,13200599,Other,Promoter
peak_136944,6,13205936,13206093,13206038,Other,Promoter
peak_136945,6,13206455,13206545,13206505,Other,Promoter
peak_136950,6,13232936,13233035,13232986,Other,Promoter
peak_136951,6,13233146,13233318,13233221,Other,Promoter
peak_136952,6,13233706,13233829,13233753,Other,Active enhancer
peak_136957a,6,13260659,13260926,13260759,Other,Other region
peak_136958,6,13277934,13278075,13277986,Other,Other region
peak_136964,6,13333036,13333168,13333108,Other,Promoter
peak_136971,6,13375648,13375764,13375702,Other,Promoter
peak_136973,6,13376130,13376302,13376207,Other,Promoter
peak_136976,6,13426934,13427206,13427021,Group 1,Active enhancer
peak_136977,6,13431185,13431285,13431237,Other,Active enhancer
peak_136978b,6,13445532,13445834,13445726,Group 1,Active enhancer
peak_136979,6,13448287,13448399,13448351,Other,Active enhancer
peak_136980,6,13448798,13449137,13449035,Other,Promoter
peak_136986,6,13506779,13506893,13506835,Other,Promoter
peak_136993,6,13716063,13716190,13716141,Other,Promoter
peak_136994,6,13716290,13716502,13716409,Other,Promoter
peak_136996,6,13730406,13730635,13730544,Other,Promoter
peak_136998,6,13746310,13746643,13746499,Other,Promoter
peak_136999b,6,13767317,13767702,13767499,Other,Other region
peak_137001,6,13780490,13780740,13780612,Other,Other region
peak_137005,6,13801331,13801448,13801383,Other,Other region
peak_137006,6,13806345,13806470,13806416,Other,Promoter
peak_137009,6,13839849,13840041,13839905,Group 1,Active enhancer
peak_137011,6,13844301,13844483,13844360,Other,Active enhancer
peak_137013,6,13871986,13872101,13872051,Other,Other region
peak_137015,6,13896256,13896377,13896310,Other,Promoter
peak_137017a,6,13920439,13920610,13920511,Other,Promoter
peak_137018b,6,13921617,13921930,13921815,Other,Active enhancer
peak_137022,6,13967363,13967553,13967496,Upregulated,Other region
peak_137025,6,14010491,14010569,14010534,Other,Promoter
peak_137028,6,14022537,14022684,14022600,Other,Active enhancer
peak_137032,6,14039599,14039750,14039654,Other,Promoter
peak_137033,6,14040091,14040412,14040245,Other,Promoter
peak_137034a,6,14057387,14057867,14057516,Group 2,Active enhancer
peak_137035,6,14083273,14083444,14083330,Other,Other region
peak_137036,6,14110155,14110281,14110231,Other,Other region
peak_137038,6,14139619,14139738,14139667,Other,Promoter
peak_137039,6,14146874,14147107,14147058,Upregulated,Promoter
peak_137048,6,14199397,14199538,14199465,Other,Other region
peak_137049,6,14203280,14203379,14203325,Other,Active enhancer
peak_137051,6,14209067,14209197,14209139,Other,Other region
peak_137055,6,14292263,14292445,14292362,Upregulated,Promoter
peak_137057,6,14322255,14322401,14322322,Other,Promoter
peak_137059,6,14322931,14323151,14322993,Other,Promoter
peak_137064,6,14357483,14357601,14357553,Other,Other region
peak_137075,6,14434036,14434297,14434154,Other,Active enhancer
peak_137079,6,14478631,14478767,14478695,Other,Other region
peak_137084b,6,14493942,14494285,14494176,Group 1,Active enhancer
peak_137085,6,14495739,14495969,14495814,Group 1,Active enhancer
peak_137089,6,14526556,14526736,14526630,Other,Active enhancer
peak_137092b,6,14579483,14579781,14579680,Other,Other region
peak_137094b,6,14590122,14590872,14590289,Other,Active enhancer
peak_137110,6,14837756,14838088,14837843,Group 2,Active enhancer
peak_137112,6,14882153,14882278,14882230,Upregulated,Other region
peak_137113,6,14886785,14886878,14886832,Other,Other region
peak_137116,6,14915774,14915885,14915820,Group 1,Other region
peak_137121,6,14947030,14947105,14947073,Other,Other region
peak_137123,6,14949898,14950146,14949984,Other,Promoter
peak_137126,6,14951237,14951387,14951319,Other,Other region
peak_137127,6,14951939,14952059,14952013,Upregulated,Other region
peak_137129,6,14956183,14956295,14956238,Other,Other region
peak_137130,6,14956914,14957096,14956980,Other,Other region
peak_137133,6,14967680,14967806,14967753,Other,Active enhancer
peak_137134,6,14981036,14981157,14981081,Other,Promoter
peak_137138b,6,15065179,15065510,15065431,Other,Promoter
peak_137140,6,15080236,15080348,15080305,Other,Other region
peak_137143,6,15111203,15111402,15111293,Other,Active enhancer
peak_137144,6,15122317,15122477,15122385,Group 1,Other region
peak_137145,6,15127421,15127595,15127461,Other,Promoter
peak_137147,6,15145043,15145206,15145110,Other,Promoter
peak_137149,6,15145547,15145636,15145585,Other,Promoter
peak_137150,6,15150020,15150148,15150082,Other,Other region
peak_137152,6,15186642,15186821,15186723,Other,Other region
peak_137153,6,15191305,15191476,15191375,Group 1,Active enhancer
peak_137160,6,15247919,15248017,15247965,Other,Other region
peak_137165,6,15373107,15373220,15373160,Other,Promoter
peak_137166,6,15373946,15374071,15374024,Other,Other region
peak_137176,6,15491547,15491709,15491625,Other,Promoter
peak_137180,6,15563176,15563337,15563262,Other,Other region
peak_137181,6,15569218,15569353,15569286,Other,Other region
peak_137182,6,15572739,15572872,15572805,Group 2,Active enhancer
peak_137186,6,15596686,15596776,15596726,Other,Other region
peak_137187,6,15603043,15603191,15603119,Other,Promoter
peak_137188,6,15604100,15604231,15604186,Other,Promoter
peak_137189,6,15635950,15636096,15635998,Other,Other region
peak_137191b,6,15669253,15669546,15669478,Other,Active enhancer
peak_137198,6,15737474,15737653,15737567,Group 2,Active enhancer
peak_137199,6,15740076,15740223,15740148,Group 1,Active enhancer
peak_137200,6,15740442,15740690,15740521,Group 2,Active enhancer
peak_137201,6,15743409,15743584,15743504,Other,Active enhancer
peak_137202,6,15746141,15746532,15746354,Group 1,Active enhancer
peak_137204,6,15756651,15756825,15756769,Other,Active enhancer
peak_137205,6,15757831,15757982,15757893,Other,Promoter
peak_137207,6,15762334,15762452,15762396,Group 2,Promoter
peak_137208,6,15762597,15762684,15762640,Other,Promoter
peak_137209b,6,15765405,15765675,15765522,Group 2,Active enhancer
peak_137215,6,15886350,15886436,15886386,Other,Other region
peak_137223,6,15986240,15986409,15986322,Group 1,Active enhancer
peak_137227,6,16011038,16011172,16011133,Other,Active enhancer
peak_137228,6,16011643,16011771,16011679,Other,Active enhancer
peak_137231,6,16020469,16020606,16020550,Group 2,Active enhancer
peak_137233,6,16021274,16021365,16021315,Upregulated,Other region
peak_137235,6,16031003,16031178,16031102,Other,Promoter
peak_137236a,6,16031663,16031967,16031773,Other,Promoter
peak_137240,6,16051005,16051246,16051074,Group 2,Other region
peak_137256b,6,16239512,16239845,16239682,Group 1,Active enhancer
peak_137257,6,16248189,16248331,16248240,Other,Active enhancer
peak_137259,6,16250731,16251092,16250836,Group 2,Active enhancer
peak_137265,6,16281063,16281219,16281124,Group 1,Active enhancer
peak_137266,6,16283229,16283346,16283294,Other,Active enhancer
peak_137267,6,16283435,16283592,16283511,Other,Active enhancer
peak_137268,6,16283898,16284025,16283961,Other,Active enhancer
peak_137271,6,16361449,16361588,16361515,Other,Other region
peak_137274,6,16393932,16394027,16393983,Other,Promoter
peak_137276,6,16394326,16394624,16394472,Other,Promoter
peak_137277a,6,16406631,16406885,16406692,Group 2,Promoter
peak_137280,6,16455853,16456077,16455993,Other,Promoter
peak_137283,6,16467547,16467699,16467619,Group 1,Active enhancer
peak_137284,6,16468675,16468812,16468766,Other,Promoter
peak_137285,6,16468962,16469124,16469030,Other,Promoter
peak_137288,6,16493420,16493534,16493466,Other,Promoter
peak_137289,6,16493695,16493788,16493731,Other,Promoter
peak_137292,6,16501680,16501834,16501733,Group 2,Other region
peak_137294,6,16509979,16510144,16510078,Other,Other region
peak_137297,6,16524381,16524511,16524448,Other,Other region
peak_137307,6,16687374,16687485,16687444,Other,Other region
peak_137310,6,16717488,16717676,16717567,Other,Promoter
peak_137311,6,16717818,16717978,16717889,Other,Promoter
peak_137321,6,17595830,17595930,17595879,Other,Other region
peak_137325a,6,17659127,17659336,17659190,Group 1,Active enhancer
peak_137330,6,17682257,17682403,17682354,Group 1,Other region
peak_137336,6,17739101,17739172,17739133,Group 1,Other region
peak_137342,6,17768440,17768581,17768537,Other,Active enhancer
peak_137343,6,17768779,17768872,17768826,Group 1,Active enhancer
peak_137355a,6,17837757,17838038,17837867,Group 1,Active enhancer
peak_137362,6,17924512,17924607,17924540,Other,Other region
peak_137369,6,17954666,17954836,17954781,Group 2,Active enhancer
peak_137370,6,17954981,17955139,17955065,Other,Active enhancer
peak_137371,6,17955292,17955431,17955372,Group 1,Active enhancer
peak_137378,6,17999409,17999558,17999484,Other,Promoter
peak_137379,6,17999697,17999805,17999749,Other,Promoter
peak_137387,6,18079755,18079998,18079847,Other,Other region
peak_137389,6,18106408,18106490,18106454,Other,Active enhancer
peak_137390,6,18110063,18110155,18110111,Group 1,Active enhancer
peak_137391,6,18110323,18110474,18110401,Group 1,Active enhancer
peak_137392,6,18116259,18116382,18116318,Other,Other region
peak_137396b,6,18128601,18128915,18128848,Other,Promoter
peak_137397,6,18138987,18139251,18139169,Group 2,Active enhancer
peak_137398,6,18156703,18156827,18156780,Other,Other region
peak_137404,6,18182632,18182805,18182720,Group 2,Other region
peak_137407,6,18189177,18189344,18189271,Other,Active enhancer
peak_137414,6,18212724,18212799,18212761,Other,Other region
peak_137415,6,18227344,18227516,18227441,Other,Other region
peak_137416,6,18228311,18228492,18228397,Other,Promoter
peak_137418,6,18246148,18246284,18246234,Other,Other region
peak_137419,6,18250777,18250913,18250844,Other,Promoter
peak_137420,6,18251048,18251170,18251108,Other,Promoter
peak_137422,6,18272413,18272578,18272502,Upregulated,Other region
peak_137425,6,18346450,18346574,18346504,Other,Other region
peak_137426,6,18359129,18359467,18359192,Other,Promoter
peak_137427,6,18363795,18363895,18363851,Other,Other region
peak_137428,6,18364603,18364703,18364643,Other,Other region
peak_137429,6,18365363,18365504,18365444,Other,Other region
peak_137430,6,18366703,18366868,18366759,Other,Promoter
peak_137431,6,18367344,18367414,18367374,Other,Promoter
peak_137434,6,18374928,18375067,18375006,Other,Active enhancer
peak_137435,6,18375386,18375582,18375509,Group 1,Other region
peak_137437b,6,18399973,18400224,18400165,Other,Promoter
peak_137439b,6,18400532,18400776,18400682,Other,Promoter
peak_137441,6,18410040,18410149,18410099,Other,Other region
peak_137442,6,18411008,18411121,18411073,Other,Other region
peak_137445,6,18418478,18418678,18418571,Other,Promoter
peak_137447,6,18441203,18441379,18441265,Other,Promoter
peak_137450,6,18501489,18501639,18501567,Group 2,Other region
peak_137451,6,18509461,18509690,18509648,Other,Active enhancer
peak_137452,6,18510596,18510699,18510652,Other,Active enhancer
peak_137453,6,18512035,18512164,18512084,Group 1,Other region
peak_137454,6,18517905,18518056,18517952,Other,Promoter
peak_137460,6,18526419,18526576,18526499,Other,Other region
peak_137462,6,18531280,18531404,18531357,Other,Promoter
peak_137463b,6,18531726,18531955,18531896,Other,Promoter
peak_137466,6,18544670,18544822,18544753,Other,Promoter
peak_137470,6,18560049,18560252,18560149,Other,Promoter
peak_137471,6,18569314,18569426,18569371,Other,Promoter
peak_137477,6,18607086,18607238,18607151,Upregulated,Other region
peak_137478,6,18607501,18607616,18607549,Other,Other region
peak_137479,6,18618044,18618222,18618149,Other,Promoter
peak_137484,6,18669623,18669801,18669717,Other,Other region
peak_137486,6,18690340,18690437,18690391,Group 1,Active enhancer
peak_137487,6,18696585,18696863,18696707,Group 2,Active enhancer
peak_137488,6,18698365,18698540,18698454,Other,Promoter
peak_137493,6,18731277,18731382,18731330,Other,Other region
peak_137500,6,18753732,18754024,18753898,Group 2,Active enhancer
peak_137504,6,18782909,18783129,18783020,Other,Active enhancer
peak_137515,6,18976116,18976284,18976183,Other,Promoter
peak_137516,6,18991037,18991189,18991105,Other,Other region
peak_137517b,6,19015088,19015386,19015266,Group 2,Active enhancer
peak_137521,6,19035663,19035809,19035735,Other,Promoter
peak_137528,6,19116056,19116206,19116118,Other,Other region
peak_137539b,6,19299444,19299663,19299576,Other,Other region
peak_137540,6,19305513,19305669,19305602,Other,Promoter
peak_137541,6,19313516,19313675,19313590,Group 2,Promoter
peak_137544,6,19328599,19328854,19328701,Group 2,Active enhancer
peak_137546,6,19333880,19334053,19333956,Other,Promoter
peak_137548,6,19341128,19341228,19341178,Other,Promoter
peak_137555,6,19381008,19381124,19381067,Other,Other region
peak_137556c,6,19381716,19382066,19381953,Other,Promoter
peak_137570,6,19605393,19605497,19605449,Group 1,Other region
peak_137572,6,19616672,19616844,19616754,Upregulated,Other region
peak_137581,6,19658369,19658519,19658424,Group 1,Other region
peak_137585,6,19665052,19665281,19665170,Other,Promoter
peak_137586,6,19677723,19677943,19677817,Other,Other region
